Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/28/2020,05/16/2020,05/16/2020,By week,New Jersey,Week-ending,818.0,2266.0,1.69,467.0,387.0,0.0,898.0,
07/28/2020,05/23/2020,05/23/2020,By week,New Jersey,Week-ending,547.0,1919.0,1.41,329.0,259.0,0.0,617.0,
07/28/2020,05/30/2020,05/30/2020,By week,New Jersey,Week-ending,391.0,1731.0,1.29,295.0,198.0,0.0,488.0,
07/28/2020,06/06/2020,06/06/2020,By week,New Jersey,Week-ending,309.0,1570.0,1.15,220.0,152.0,0.0,377.0,
07/28/2020,06/13/2020,06/13/2020,By week,New Jersey,Week-ending,218.0,1467.0,1.1,167.0,102.0,0.0,283.0,
07/28/2020,06/20/2020,06/20/2020,By week,New Jersey,Week-ending,160.0,1398.0,1.05,130.0,76.0,0.0,214.0,
07/28/2020,06/27/2020,06/27/2020,By week,New Jersey,Week-ending,138.0,1413.0,1.06,96.0,46.0,0.0,188.0,
07/28/2020,07/04/2020,07/04/2020,By week,New Jersey,Week-ending,97.0,1358.0,0.99,88.0,39.0,0.0,146.0,
07/28/2020,07/11/2020,07/11/2020,By week,New Jersey,Week-ending,73.0,1297.0,0.97,74.0,31.0,0.0,116.0,
07/28/2020,07/18/2020,07/18/2020,By week,New Jersey,Week-ending,31.0,990.0,0.73,48.0,,0.0,70.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/25/2020,07/25/2020,By week,New Jersey,Week-ending,,303.0,0.23,11.0,,0.0,14.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/01/2020,02/01/2020,By week,New Mexico,Week-ending,0.0,367.0,0.98,27.0,0.0,,32.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/08/2020,02/08/2020,By week,New Mexico,Week-ending,0.0,367.0,0.92,19.0,0.0,,23.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/15/2020,02/15/2020,By week,New Mexico,Week-ending,0.0,380.0,1.02,33.0,0.0,,38.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/22/2020,02/22/2020,By week,New Mexico,Week-ending,0.0,384.0,0.99,24.0,0.0,,26.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/29/2020,02/29/2020,By week,New Mexico,Week-ending,0.0,392.0,1.01,25.0,0.0,,27.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/07/2020,03/07/2020,By week,New Mexico,Week-ending,0.0,387.0,1.03,25.0,0.0,,29.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/14/2020,03/14/2020,By week,New Mexico,Week-ending,0.0,336.0,0.87,22.0,0.0,,23.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/21/2020,03/21/2020,By week,New Mexico,Week-ending,0.0,383.0,1.03,27.0,0.0,,31.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/28/2020,03/28/2020,By week,New Mexico,Week-ending,,357.0,1.01,24.0,,,26.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/04/2020,04/04/2020,By week,New Mexico,Week-ending,,387.0,1.08,32.0,,0.0,36.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/11/2020,04/11/2020,By week,New Mexico,Week-ending,22.0,397.0,1.05,40.0,11.0,0.0,51.0,
07/28/2020,04/18/2020,04/18/2020,By week,New Mexico,Week-ending,34.0,411.0,1.18,46.0,19.0,0.0,61.0,
07/28/2020,04/25/2020,04/25/2020,By week,New Mexico,Week-ending,46.0,393.0,1.1,37.0,16.0,0.0,67.0,
07/28/2020,05/02/2020,05/02/2020,By week,New Mexico,Week-ending,71.0,406.0,1.14,44.0,34.0,0.0,81.0,
07/28/2020,05/09/2020,05/09/2020,By week,New Mexico,Week-ending,63.0,423.0,1.17,42.0,22.0,0.0,83.0,
07/28/2020,05/16/2020,05/16/2020,By week,New Mexico,Week-ending,60.0,451.0,1.33,37.0,16.0,0.0,81.0,
07/28/2020,05/23/2020,05/23/2020,By week,New Mexico,Week-ending,39.0,375.0,1.17,34.0,16.0,0.0,57.0,
07/28/2020,05/30/2020,05/30/2020,By week,New Mexico,Week-ending,45.0,389.0,1.16,30.0,20.0,0.0,55.0,
07/28/2020,06/06/2020,06/06/2020,By week,New Mexico,Week-ending,30.0,412.0,1.18,30.0,15.0,,46.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/13/2020,06/13/2020,By week,New Mexico,Week-ending,33.0,401.0,1.16,38.0,18.0,0.0,53.0,
07/28/2020,06/20/2020,06/20/2020,By week,New Mexico,Week-ending,21.0,370.0,1.12,27.0,,0.0,39.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/27/2020,06/27/2020,By week,New Mexico,Week-ending,16.0,358.0,1.06,26.0,,0.0,36.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/04/2020,07/04/2020,By week,New Mexico,Week-ending,19.0,371.0,1.11,26.0,,0.0,36.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/11/2020,07/11/2020,By week,New Mexico,Week-ending,20.0,293.0,0.86,23.0,,0.0,34.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/18/2020,07/18/2020,By week,New Mexico,Week-ending,10.0,209.0,0.63,,,0.0,14.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/25/2020,07/25/2020,By week,New Mexico,Week-ending,,60.0,0.19,,0.0,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/01/2020,02/01/2020,By week,New York,Week-ending,0.0,2024.0,0.98,145.0,0.0,16.0,161.0,
07/28/2020,02/08/2020,02/08/2020,By week,New York,Week-ending,0.0,2051.0,0.97,150.0,0.0,22.0,172.0,
07/28/2020,02/15/2020,02/15/2020,By week,New York,Week-ending,0.0,1981.0,0.96,160.0,0.0,14.0,174.0,
07/28/2020,02/22/2020,02/22/2020,By week,New York,Week-ending,,2027.0,0.97,157.0,0.0,27.0,185.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/29/2020,02/29/2020,By week,New York,Week-ending,0.0,2155.0,1.06,163.0,0.0,17.0,180.0,
07/28/2020,03/07/2020,03/07/2020,By week,New York,Week-ending,0.0,2058.0,0.99,164.0,0.0,23.0,187.0,
07/28/2020,03/14/2020,03/14/2020,By week,New York,Week-ending,,1971.0,0.99,170.0,,19.0,189.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/21/2020,03/21/2020,By week,New York,Week-ending,41.0,2104.0,1.04,213.0,20.0,16.0,250.0,
07/28/2020,03/28/2020,03/28/2020,By week,New York,Week-ending,291.0,2525.0,1.28,424.0,177.0,15.0,551.0,
07/28/2020,04/04/2020,04/04/2020,By week,New York,Week-ending,1103.0,3740.0,1.93,943.0,622.0,15.0,1434.0,
07/28/2020,04/11/2020,04/11/2020,By week,New York,Week-ending,1990.0,4636.0,2.35,1325.0,1042.0,12.0,2281.0,
07/28/2020,04/18/2020,04/18/2020,By week,New York,Week-ending,1998.0,4444.0,2.3,1253.0,1009.0,,2245.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/25/2020,04/25/2020,By week,New York,Week-ending,1583.0,3717.0,1.95,963.0,755.0,,1792.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/02/2020,05/02/2020,By week,New York,Week-ending,1133.0,3117.0,1.63,675.0,511.0,,1298.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/09/2020,05/09/2020,By week,New York,Week-ending,874.0,2761.0,1.54,519.0,398.0,,996.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/16/2020,05/16/2020,By week,New York,Week-ending,666.0,2479.0,1.36,430.0,297.0,0.0,799.0,
07/28/2020,05/23/2020,05/23/2020,By week,New York,Week-ending,445.0,2212.0,1.19,324.0,194.0,0.0,575.0,
07/28/2020,05/30/2020,05/30/2020,By week,New York,Week-ending,328.0,2084.0,1.19,241.0,126.0,0.0,443.0,
07/28/2020,06/06/2020,06/06/2020,By week,New York,Week-ending,259.0,1944.0,1.06,219.0,116.0,0.0,362.0,
07/28/2020,06/13/2020,06/13/2020,By week,New York,Week-ending,180.0,1864.0,1.01,181.0,77.0,0.0,284.0,
07/28/2020,06/20/2020,06/20/2020,By week,New York,Week-ending,124.0,1862.0,1.02,150.0,43.0,0.0,231.0,
07/28/2020,06/27/2020,06/27/2020,By week,New York,Week-ending,74.0,1893.0,1.03,147.0,29.0,0.0,192.0,
07/28/2020,07/04/2020,07/04/2020,By week,New York,Week-ending,61.0,1844.0,1.0,140.0,20.0,0.0,181.0,
07/28/2020,07/11/2020,07/11/2020,By week,New York,Week-ending,62.0,1845.0,1.03,135.0,17.0,0.0,180.0,
07/28/2020,07/18/2020,07/18/2020,By week,New York,Week-ending,40.0,1648.0,0.9,118.0,14.0,0.0,144.0,
07/28/2020,07/25/2020,07/25/2020,By week,New York,Week-ending,10.0,893.0,0.5,63.0,,0.0,72.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/01/2020,02/01/2020,By week,New York City,Week-ending,0.0,1168.0,1.02,95.0,0.0,20.0,115.0,
07/28/2020,02/08/2020,02/08/2020,By week,New York City,Week-ending,0.0,1170.0,0.98,95.0,0.0,18.0,113.0,
07/28/2020,02/15/2020,02/15/2020,By week,New York City,Week-ending,0.0,1130.0,0.99,88.0,0.0,14.0,102.0,
07/28/2020,02/22/2020,02/22/2020,By week,New York City,Week-ending,0.0,1092.0,1.01,75.0,0.0,,84.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/29/2020,02/29/2020,By week,New York City,Week-ending,0.0,1109.0,1.02,83.0,0.0,,89.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/07/2020,03/07/2020,By week,New York City,Week-ending,0.0,1113.0,1.01,92.0,0.0,,100.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/14/2020,03/14/2020,By week,New York City,Week-ending,,1137.0,1.04,105.0,,,114.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/21/2020,03/21/2020,By week,New York City,Week-ending,122.0,1403.0,1.34,155.0,39.0,14.0,248.0,
07/28/2020,03/28/2020,03/28/2020,By week,New York City,Week-ending,976.0,2797.0,2.72,606.0,366.0,47.0,1224.0,
07/28/2020,04/04/2020,04/04/2020,By week,New York City,Week-ending,3302.0,6288.0,6.1,1783.0,1366.0,222.0,3728.0,
07/28/2020,04/11/2020,04/11/2020,By week,New York City,Week-ending,4841.0,7855.0,7.37,2147.0,1853.0,329.0,5145.0,
07/28/2020,04/18/2020,04/18/2020,By week,New York City,Week-ending,3911.0,5899.0,5.8,1568.0,1431.0,176.0,4051.0,
07/28/2020,04/25/2020,04/25/2020,By week,New York City,Week-ending,2620.0,4049.0,4.1,1151.0,1052.0,78.0,2720.0,
07/28/2020,05/02/2020,05/02/2020,By week,New York City,Week-ending,1724.0,2844.0,2.82,756.0,671.0,10.0,1812.0,
07/28/2020,05/09/2020,05/09/2020,By week,New York City,Week-ending,1050.0,2072.0,2.11,480.0,408.0,,1123.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/16/2020,05/16/2020,By week,New York City,Week-ending,615.0,1603.0,1.56,307.0,241.0,0.0,681.0,
07/28/2020,05/23/2020,05/23/2020,By week,New York City,Week-ending,412.0,1311.0,1.29,200.0,145.0,,468.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/30/2020,05/30/2020,By week,New York City,Week-ending,280.0,1164.0,1.23,150.0,98.0,0.0,332.0,
07/28/2020,06/06/2020,06/06/2020,By week,New York City,Week-ending,197.0,1112.0,1.15,127.0,74.0,0.0,250.0,
07/28/2020,06/13/2020,06/13/2020,By week,New York City,Week-ending,139.0,1096.0,1.11,108.0,45.0,,202.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/20/2020,06/20/2020,By week,New York City,Week-ending,88.0,987.0,0.98,94.0,34.0,0.0,148.0,
07/28/2020,06/27/2020,06/27/2020,By week,New York City,Week-ending,71.0,1067.0,1.1,69.0,19.0,0.0,121.0,
07/28/2020,07/04/2020,07/04/2020,By week,New York City,Week-ending,48.0,980.0,0.98,63.0,15.0,0.0,96.0,
07/28/2020,07/11/2020,07/11/2020,By week,New York City,Week-ending,39.0,1008.0,1.04,73.0,14.0,0.0,98.0,
07/28/2020,07/18/2020,07/18/2020,By week,New York City,Week-ending,42.0,888.0,0.91,68.0,12.0,0.0,98.0,
07/28/2020,07/25/2020,07/25/2020,By week,New York City,Week-ending,18.0,661.0,0.69,42.0,,0.0,56.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/01/2020,02/01/2020,By week,North Carolina,Week-ending,0.0,1984.0,1.02,122.0,0.0,16.0,138.0,
07/28/2020,02/08/2020,02/08/2020,By week,North Carolina,Week-ending,0.0,2055.0,1.01,123.0,0.0,20.0,143.0,
07/28/2020,02/15/2020,02/15/2020,By week,North Carolina,Week-ending,0.0,2060.0,1.03,140.0,0.0,27.0,167.0,
07/28/2020,02/22/2020,02/22/2020,By week,North Carolina,Week-ending,0.0,1926.0,0.97,120.0,0.0,28.0,148.0,
07/28/2020,02/29/2020,02/29/2020,By week,North Carolina,Week-ending,0.0,1968.0,1.02,114.0,0.0,32.0,146.0,
07/28/2020,03/07/2020,03/07/2020,By week,North Carolina,Week-ending,,2032.0,1.04,109.0,0.0,24.0,134.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/14/2020,03/14/2020,By week,North Carolina,Week-ending,0.0,2018.0,1.05,110.0,0.0,15.0,125.0,
07/28/2020,03/21/2020,03/21/2020,By week,North Carolina,Week-ending,,2047.0,1.09,120.0,,26.0,146.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/28/2020,03/28/2020,By week,North Carolina,Week-ending,11.0,1868.0,0.99,143.0,,15.0,160.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/04/2020,04/04/2020,By week,North Carolina,Week-ending,44.0,2015.0,1.08,162.0,16.0,,199.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/11/2020,04/11/2020,By week,North Carolina,Week-ending,60.0,2003.0,1.07,158.0,26.0,,195.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/18/2020,04/18/2020,By week,North Carolina,Week-ending,138.0,2019.0,1.14,169.0,48.0,,262.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/25/2020,04/25/2020,By week,North Carolina,Week-ending,117.0,2094.0,1.19,173.0,41.0,,251.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/02/2020,05/02/2020,By week,North Carolina,Week-ending,117.0,1933.0,1.07,138.0,38.0,,220.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/09/2020,05/09/2020,By week,North Carolina,Week-ending,118.0,2033.0,1.16,154.0,45.0,,228.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/16/2020,05/16/2020,By week,North Carolina,Week-ending,98.0,1978.0,1.14,138.0,41.0,0.0,195.0,
07/28/2020,05/23/2020,05/23/2020,By week,North Carolina,Week-ending,103.0,1953.0,1.09,140.0,32.0,,211.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/30/2020,05/30/2020,By week,North Carolina,Week-ending,153.0,1733.0,1.0,130.0,55.0,,229.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/06/2020,06/06/2020,By week,North Carolina,Week-ending,119.0,1426.0,0.8,122.0,43.0,0.0,198.0,
07/28/2020,06/13/2020,06/13/2020,By week,North Carolina,Week-ending,93.0,820.0,0.47,84.0,40.0,0.0,137.0,
07/28/2020,06/20/2020,06/20/2020,By week,North Carolina,Week-ending,52.0,536.0,0.31,55.0,22.0,0.0,85.0,
07/28/2020,06/27/2020,06/27/2020,By week,North Carolina,Week-ending,27.0,162.0,0.09,15.0,11.0,0.0,31.0,
